	replicates1	replicates2	replicates3
gene2632	19	20	19
gene2633	11	17	12
gene2634	24	18	17
gene2635	28	46	29
gene2636	28	35	27
gene2637	41	38	29
gene2638	24	17	20
gene2639	27	20	24
gene2640	15	14	16
gene2641	7	5	8
gene2642	12	13	17
gene2643	11	25	5
gene2644	23	29	28
gene2645	22	18	17
gene2646	22	22	19
gene2647	21	28	23
gene2648	23	31	15
gene2649	29	25	37
gene2650	21	23	18
gene2651	26	26	21
gene2652	10	13	8
gene2653	35	34	36
gene2654	18	11	14
gene2655	26	21	24
gene2656	14	11	18
gene2657	23	29	14
gene2658	17	12	18
gene2659	22	23	12
gene2660	20	24	36
gene2661	26	22	24
gene2662	17	8	11
gene2663	21	17	13
gene2664	21	24	33
gene2665	5	7	7
gene2666	28	40	29
gene2667	27	25	31
gene2668	13	12	16
gene2669	33	15	31
gene2670	19	25	25
gene2671	16	34	23
gene2672	21	24	17
gene2673	17	17	21
gene2674	34	21	28
gene2675	15	16	19
gene2676	11	11	6
gene2677	13	25	20
gene2678	13	11	15
gene2679	27	27	14
gene2680	19	15	17
gene2681	14	14	14
gene2682	30	29	17
gene2683	20	22	21
gene2684	24	15	21
gene2685	25	15	24
gene2686	26	25	27
gene2687	16	19	11
gene2688	16	14	8
gene2689	11	13	8
gene2690	19	38	27
gene2691	25	26	32
gene2692	14	19	19
gene2693	25	26	31
gene2694	24	30	28
gene2695	36	22	36
gene2696	20	21	51
gene2697	26	24	23
gene2698	11	26	20
gene2699	20	17	27
gene2700	24	18	19
gene2701	25	29	32
gene2702	29	20	17
gene2703	12	7	12
gene2704	14	14	17
gene2705	16	9	15
gene2706	9	5	7
gene2707	17	30	18
gene2708	30	23	30
gene2709	19	15	25
gene2710	40	24	23
gene2711	28	19	18
gene2712	31	18	22
gene2713	16	15	10
gene2714	6	9	6
gene2715	27	21	10
gene2716	9	11	5
gene2717	17	23	18
gene2718	21	24	30
gene2719	20	27	24
gene2720	18	19	5
gene2721	15	14	12
gene2722	24	27	11
gene2723	5	13	12
gene2724	27	24	28
gene2725	22	10	11
gene2726	33	23	39
gene2727	14	15	28
gene2728	5	6	8
gene2729	11	19	18
gene2730	29	45	22
gene2731	8	10	5
gene2732	7	9	9
gene2733	29	24	30
gene2734	26	27	25
gene2735	22	17	10
gene2736	21	27	33
gene2737	29	22	22
gene2738	28	20	21
gene2739	14	13	18
gene2740	21	20	16
gene2741	22	31	22
gene2742	10	10	8
gene2743	13	15	19
gene2744	32	24	39
gene2745	8	12	18
gene2746	16	11	19
gene2747	35	26	25
gene2748	21	20	16
gene2749	22	29	14
gene2750	10	10	5
gene2751	23	21	20
gene2752	26	20	27
gene2753	14	24	13
gene2754	15	12	27
gene2755	19	17	17
gene2756	13	14	11
gene2757	43	33	41
gene2758	11	9	16
gene2759	16	9	16
gene2760	27	22	26
gene2761	22	24	22
gene2762	18	10	16
gene2763	23	33	26
gene2764	13	18	16
gene2765	29	22	19
gene2766	25	26	18
gene2767	24	16	25
gene2768	31	27	25
gene2769	15	23	26
gene2770	9	3	13
gene2771	15	9	10
gene2772	17	23	17
gene2773	19	14	13
gene2774	21	23	30
gene2775	22	18	24
gene2776	20	23	21
gene2777	18	8	23
gene2778	18	17	18
gene2779	11	13	10
gene2780	29	36	33
gene2781	24	18	20
gene2782	6	10	13
gene2783	15	6	11
gene2784	15	13	14
gene2785	10	6	12
gene2786	18	19	16
gene2787	16	23	26
gene2788	24	10	8
gene2789	17	15	13
gene2790	16	22	12
gene2791	17	17	30
gene2792	21	35	19
gene2793	19	28	36
gene2794	19	23	27
gene2795	17	19	22
gene2796	18	14	19
gene2797	20	16	15
gene2798	32	30	35
gene2799	20	19	22
gene2800	18	20	19
gene2801	6	7	15
gene2802	21	17	15
gene2803	18	21	15
gene2804	13	20	16
gene2805	27	27	14
gene2806	25	39	20
gene2807	14	15	10
gene2808	10	10	12
gene2809	19	16	20
gene2810	29	34	21
gene2811	14	14	13
gene2812	28	24	26
gene2813	21	19	23
gene2814	15	23	20
gene2815	20	14	21
gene2816	39	39	28
gene2817	28	30	28
gene2818	14	13	11
gene2819	23	22	23
gene2820	24	25	31
gene2821	21	26	26
gene2822	13	18	23
gene2823	23	16	13
gene2824	11	13	18
gene2825	12	13	11
gene2826	26	26	31
gene2827	14	17	21
gene2828	25	19	28
gene2829	16	14	25
gene2830	21	25	16
gene2831	16	11	12
gene2832	34	23	32
gene2833	22	16	16
gene2834	32	19	29
gene2835	22	25	20
gene2836	39	23	17
gene2837	21	13	17
gene2838	18	12	15
gene2839	27	22	24
gene2840	11	9	8
gene2841	18	16	24
gene2842	19	8	15
gene2843	16	20	29
gene2844	30	20	32
gene2845	29	31	15
gene2846	20	16	21
gene2847	12	16	11
gene2848	16	15	13
gene2849	16	16	18
gene2850	24	17	16
gene2851	14	17	16
gene2852	27	22	14
gene2853	7	13	6
gene2854	25	28	25
gene2855	12	15	12
gene2856	14	14	15
gene2857	13	15	17
gene2858	22	25	25
gene2859	16	19	16
gene2860	32	43	24
gene2861	16	21	17
gene2862	23	26	26
gene2863	8	11	10
gene2864	15	9	19
gene2865	10	16	14
gene2866	24	26	29
gene2867	18	13	18
gene2868	30	21	34
gene2869	15	10	12
gene2870	22	22	18
gene2871	18	19	17
gene2872	20	12	15
gene2873	20	23	25
gene2874	20	17	20
gene2875	17	13	17
gene2876	9	23	17
gene2877	14	14	15
gene2878	8	4	5
gene2879	11	20	13
gene2880	8	19	13
gene2881	19	15	9
gene2882	28	27	24
gene2883	13	23	18
gene2884	23	31	39
gene2885	18	21	17
gene2886	13	12	13
gene2887	18	12	15
gene2888	21	17	20
gene2889	37	25	23
gene2890	24	19	21
gene2891	18	26	15
gene2892	20	24	22
gene2893	18	20	15
gene2894	12	16	18
gene2895	19	22	18
gene2896	36	27	28
gene2897	12	6	13
gene2898	24	42	33
gene2899	16	14	13
gene2900	22	25	21
gene2901	33	45	39
gene2902	16	19	13
gene2903	16	10	14
gene2904	11	9	7
gene2905	16	13	9
gene2906	25	15	25
gene2907	25	24	12
gene2908	23	16	14
gene2909	21	19	26
gene2910	22	25	25
gene2911	27	28	26
gene2912	23	23	27
gene2913	31	12	21
gene2914	3	14	15
gene2915	41	37	33
gene2916	10	11	15
gene2917	29	22	38
gene2918	28	28	32
gene2919	21	22	27
gene2920	11	8	11
gene2921	8	11	15
gene2922	18	19	16
gene2923	13	15	12
gene2924	18	13	12
gene2925	8	7	6
gene2926	36	18	15
gene2927	28	25	36
gene2928	20	20	18
gene2929	17	16	22
gene2930	19	28	24
gene2931	15	13	19
gene2932	27	28	23
gene2933	16	7	14
gene2934	24	21	16
gene2935	16	10	9
gene2936	20	24	16
gene2937	19	25	21
gene2938	12	22	22
gene2939	18	19	15
gene2940	14	6	13
gene2941	29	23	25
gene2942	17	11	14
gene2943	25	13	26
gene2944	23	26	31
gene2945	26	19	35
gene2946	23	27	27
gene2947	21	21	26
gene2948	23	26	21
gene2949	23	28	32
gene2950	30	24	20
gene2951	23	26	17
gene2952	10	11	8
gene2953	21	22	19
gene2954	19	21	20
gene2955	17	26	24
gene2956	25	15	17
gene2957	36	34	27
gene2958	8	6	12
gene2959	5	11	15
gene2960	17	21	16
gene2961	31	25	35
gene2962	18	15	15
gene2963	31	26	32
gene2964	28	34	30
gene2965	15	33	33
gene2966	41	28	27
gene2967	26	27	29
gene2968	34	20	27
gene2969	16	21	20
gene2970	26	17	14
gene2971	26	19	22
gene2972	20	18	16
gene2973	20	11	23
gene2974	28	40	39
gene2975	20	27	24
gene2976	24	24	27
gene2977	23	19	23
gene2978	13	19	11
gene2979	11	20	19
gene2980	11	19	17
gene2981	25	18	27
gene2982	20	17	31
gene2983	16	20	9
gene2984	14	19	9
gene2985	15	21	17
gene2986	16	16	16
gene2987	13	17	12
gene2988	21	26	21
gene2989	29	27	22
gene2990	8	16	12
gene2991	20	11	18
gene2992	19	22	18
gene2993	8	16	19
gene2994	31	23	29
gene2995	31	22	22
gene2996	19	12	26
gene2997	18	21	24
gene2998	23	18	24
gene2999	31	24	25
gene3000	18	19	17
gene3001	19	17	11
gene3002	7	13	13
gene3003	11	26	16
gene3004	19	17	21
gene3005	9	11	3
gene3006	19	20	13
gene3007	14	22	18
gene3008	27	24	17
gene3009	37	35	18
gene3010	20	25	23
gene3011	21	16	12
gene3012	33	24	21
gene3013	12	15	14
gene3014	3	5	3
gene3015	15	9	19
gene3016	18	18	26
gene3017	25	13	22
gene3018	27	22	28
gene3019	21	24	16
gene3020	17	16	13
gene3021	11	9	10
gene3022	21	32	24
gene3023	18	18	20
gene3024	13	19	13
gene3025	26	19	21
gene3026	12	16	12
gene3027	28	21	15
gene3028	25	21	10
gene3029	46	29	37
gene3030	25	28	25
gene3031	41	42	43
gene3032	16	25	18
gene3033	20	28	28
gene3034	18	14	16
gene3035	29	36	27
gene3036	12	16	19
gene3037	19	22	19
gene3038	12	20	12
gene3039	30	48	25
gene3040	11	19	25
gene3041	21	21	16
gene3042	10	6	4
gene3043	18	21	16
gene3044	26	20	25
gene3045	34	26	31
gene3046	14	16	18
gene3047	10	15	17
gene3048	14	22	17
gene3049	24	21	23
gene3050	31	35	27
gene3051	12	13	6
gene3052	14	8	16
gene3053	10	11	14
gene3054	16	6	16
gene3055	22	16	15
gene3056	23	28	19
gene3057	20	20	17
gene3058	39	40	42
gene3059	50	46	42
gene3060	11	6	14
gene3061	11	11	13
gene3062	27	20	32
gene3063	18	10	6
gene3064	18	11	14
gene3065	27	19	22
gene3066	28	33	33
gene3067	35	35	36
gene3068	10	17	17
gene3069	22	21	14
gene3070	15	11	10
gene3071	25	18	18
gene3072	21	31	29
gene3073	22	24	25
gene3074	19	29	23
gene3075	10	13	10
gene3076	21	17	28
gene3077	20	20	32
gene3078	20	16	25
gene3079	32	31	24
gene3080	18	21	15
gene3081	28	20	16
gene3082	19	20	25
gene3083	21	27	15
gene3084	20	16	17
gene3085	40	19	42
gene3086	16	15	16
gene3087	13	15	21
gene3088	17	15	15
gene3089	40	16	23
gene3090	13	20	16
gene3091	23	24	16
gene3092	27	18	18
gene3093	38	23	30
gene3094	20	19	21
gene3095	17	16	18
gene3096	11	11	10
gene3097	26	34	27
gene3098	25	24	18
gene3099	26	27	20
gene3100	37	33	51
gene3101	21	16	17
gene3102	18	17	18
gene3103	19	16	15
gene3104	9	15	15
gene3105	33	23	24
gene3106	23	15	19
gene3107	26	29	28
gene3108	5	17	13
gene3109	32	31	36
gene3110	28	23	22
gene3111	34	21	15
gene3112	14	24	30
gene3113	16	19	10
gene3114	15	27	15
gene3115	21	28	16
gene3116	23	19	17
gene3117	32	30	34
gene3118	20	14	19
gene3119	19	17	20
gene3120	10	17	25
gene3121	22	28	26
gene3122	33	28	22
gene3123	16	15	10
gene3124	9	9	10
gene3125	16	8	12
gene3126	28	29	18
gene3127	22	19	28
gene3128	23	14	14
gene3129	27	19	27
gene3130	10	20	12
gene3131	16	13	14
gene3132	18	20	18
gene3133	22	20	13
gene3134	27	20	17
gene3135	10	19	15
gene3136	17	19	13
gene3137	16	12	25
gene3138	28	19	16
gene3139	19	23	22
gene3140	17	22	26
gene3141	14	19	11
gene3142	40	31	22
gene3143	37	43	38
gene3144	30	21	15
gene3145	9	8	14
gene3146	16	16	19
gene3147	18	23	17
gene3148	20	20	27
gene3149	28	24	30
gene3150	43	42	41
gene3151	19	23	24
gene3152	11	21	14
gene3153	29	28	31
gene3154	14	19	22
gene3155	5	6	4
gene3156	24	11	13
gene3157	29	17	9
gene3158	33	47	28
gene3159	17	5	5
gene3160	9	15	14
gene3161	28	25	25
gene3162	9	10	11
gene3163	13	19	13
gene3164	17	19	24
gene3165	19	11	11
gene3166	14	20	12
gene3167	12	17	11
gene3168	21	23	35
gene3169	18	17	9
gene3170	22	21	17
gene3171	18	25	20
gene3172	13	18	11
gene3173	13	18	14
gene3174	19	18	20
gene3175	14	13	13
gene3176	14	16	17
gene3177	16	18	16
gene3178	21	21	25
gene3179	15	21	23
gene3180	16	6	19
gene3181	35	31	29
gene3182	19	23	15
gene3183	19	18	14
gene3184	14	19	21
gene3185	11	15	21
gene3186	20	14	15
gene3187	14	16	13
gene3188	14	18	24
gene3189	20	14	17
gene3190	8	4	4
gene3191	16	21	11
gene3192	14	16	12
gene3193	19	17	16
gene3194	14	25	20
gene3195	13	14	20
gene3196	21	24	27
gene3197	35	25	24
gene3198	15	18	15
gene3199	17	22	17
gene3200	13	14	12
gene3201	21	33	28
gene3202	17	26	13
gene3203	16	14	17
gene3204	16	19	22
gene3205	24	20	24
gene3206	12	2	10
gene3207	14	18	11
gene3208	15	8	8
gene3209	6	10	5
gene3210	6	8	9
gene3211	20	19	22
gene3212	15	17	17
gene3213	24	21	29
gene3214	17	13	16
gene3215	16	20	15
gene3216	27	16	23
gene3217	26	25	23
gene3218	15	14	13
gene3219	26	19	14
gene3220	23	21	13
gene3221	31	34	41
gene3222	15	16	12
gene3223	5	4	6
gene3224	16	23	18
gene3225	29	18	26
gene3226	13	18	13
gene3227	44	36	30
gene3228	13	22	22
gene3229	20	26	20
gene3230	19	19	18
gene3231	20	9	22
gene3232	24	16	24
gene3233	15	17	22
gene3234	9	15	16
gene3235	19	26	13
gene3236	8	4	8
gene3237	11	11	13
gene3238	16	30	26
gene3239	10	14	6
gene3240	19	28	31
gene3241	16	20	11
gene3242	6	7	7
gene3243	15	11	17
gene3244	18	32	30
gene3245	19	23	19
gene3246	9	3	2
gene3247	9	11	9
gene3248	11	13	8
gene3249	15	15	13
gene3250	18	21	17
gene3251	11	11	16
gene3252	23	11	15
gene3253	10	9	11
gene3254	30	21	36
gene3255	21	14	19
gene3256	18	27	16
gene3257	17	20	31
gene3258	22	24	29
gene3259	17	26	24
gene3260	33	37	30
gene3261	25	20	18
gene3262	13	24	24
gene3263	21	24	31
gene3264	7	6	9
gene3265	17	22	24
gene3266	30	17	26
gene3267	21	27	17
gene3268	17	14	18
gene3269	22	29	24
gene3270	24	23	22
gene3271	18	10	11
gene3272	13	31	19
gene3273	12	27	22
gene3274	36	34	53
gene3275	21	26	25
gene3276	15	10	19
gene3277	16	17	15
gene3278	43	32	34
gene3279	15	17	13
gene3280	17	14	15
gene3281	14	19	13
gene3282	33	18	19
gene3283	29	27	19
gene3284	26	17	16
gene3285	21	25	28
gene3286	24	24	18
gene3287	45	34	34
gene3288	12	10	10
gene3289	18	11	22
gene3290	31	21	31
gene3291	33	30	21
gene3292	22	33	32
gene3293	19	27	24
gene3294	27	29	24
gene3295	12	9	9
gene3296	10	14	6
gene3297	31	30	21
gene3298	21	25	19
gene3299	22	24	28
gene3300	18	17	23
gene3301	20	14	18
gene3302	22	14	6
gene3303	30	28	23
gene3304	17	15	25
gene3305	25	30	26
gene3306	21	26	32
gene3307	31	17	22
gene3308	8	7	8
gene3309	12	6	13
gene3310	31	21	19
gene3311	25	25	30
gene3312	26	24	22
gene3313	20	25	25
gene3314	15	21	15
gene3315	15	13	19
gene3316	23	18	13
gene3317	23	16	19
gene3318	24	19	30
gene3319	18	15	25
gene3320	16	8	15
gene3321	24	30	26
gene3322	9	6	11
gene3323	27	21	23
gene3324	26	20	15
gene3325	5	10	10
gene3326	26	27	22
gene3327	8	9	13
gene3328	16	19	16
gene3329	32	34	24
gene3330	39	28	28
gene3331	32	22	20
gene3332	11	9	4
gene3333	16	17	11
gene3334	14	22	14
gene3335	17	9	11
gene3336	27	24	27
gene3337	20	24	10
gene3338	15	15	15
gene3339	8	13	12
gene3340	27	21	24
gene3341	12	22	9
gene3342	15	11	12
gene3343	29	22	13
gene3344	10	15	14
gene3345	22	25	18
gene3346	13	15	14
gene3347	37	14	19
gene3348	21	23	13
gene3349	16	18	24
gene3350	22	16	16
gene3351	4	2	5
gene3352	29	41	27
gene3353	20	22	23
gene3354	13	19	24
gene3355	17	19	18
gene3356	22	30	23
gene3357	24	23	26
gene3358	20	28	36
gene3359	14	15	16
gene3360	25	32	34
gene3361	11	7	10
gene3362	12	9	16
gene3363	32	20	22
gene3364	22	10	19
gene3365	20	26	22
gene3366	13	17	8
gene3367	12	7	18
gene3368	14	9	9
gene3369	8	15	10
gene3370	10	12	16
gene3371	18	21	20
gene3372	19	22	24
gene3373	22	19	21
gene3374	12	5	9
gene3375	19	17	23
gene3376	20	12	22
gene3377	28	18	32
gene3378	16	14	11
gene3379	24	14	24
gene3380	15	15	18
gene3381	15	16	17
gene3382	11	15	17
gene3383	9	6	11
gene3384	20	25	25
gene3385	17	18	18
gene3386	27	31	18
gene3387	28	22	18
gene3388	14	14	14
gene3389	19	26	15
gene3390	15	14	20
gene3391	25	21	17
gene3392	14	12	15
gene3393	15	15	14
gene3394	16	17	17
gene3395	19	22	22
gene3396	17	26	28
gene3397	18	19	22
gene3398	30	26	22
gene3399	7	17	13
gene3400	18	12	12
gene3401	23	28	27
gene3402	16	19	18
gene3403	11	9	9
gene3404	20	23	20
gene3405	10	27	11
gene3406	25	29	23
gene3407	9	6	11
gene3408	20	15	20
gene3409	13	16	9
gene3410	25	32	30
gene3411	21	19	30
gene3412	26	31	32
gene3413	21	20	24
gene3414	20	33	25
gene3415	21	22	19
gene3416	23	22	12
gene3417	13	24	13
gene3418	24	34	29
gene3419	19	27	20
gene3420	20	15	16
gene3421	26	39	35
gene3422	5	9	3
gene3423	26	20	22
gene3424	20	14	19
gene3425	18	14	20
gene3426	36	42	38
gene3427	14	19	15
gene3428	27	28	19
gene3429	10	11	8
gene3430	20	21	20
gene3431	14	18	24
gene3432	38	36	31
gene3433	23	26	18
gene3434	16	16	25
gene3435	14	15	13
gene3436	24	19	13
gene3437	18	20	27
gene3438	31	34	36
gene3439	27	38	33
gene3440	25	22	15
gene3441	18	19	18
gene3442	16	12	14
gene3443	25	34	41
gene3444	12	20	21
gene3445	17	16	23
gene3446	29	25	20
gene3447	29	19	24
gene3448	24	26	23
gene3449	31	36	35
gene3450	34	31	27
gene3451	8	13	11
gene3452	22	20	18
gene3453	23	15	24
gene3454	11	18	14
gene3455	18	16	13
gene3456	28	36	38
gene3457	5	7	8
gene3458	4	13	10
gene3459	14	15	18
gene3460	10	4	6
gene3461	11	13	14
gene3462	18	23	24
gene3463	27	25	20
gene3464	20	14	20
gene3465	6	10	9
gene3466	10	9	5
gene3467	31	33	25
gene3468	21	17	21
gene3469	18	32	16
gene3470	23	28	14
gene3471	25	33	28
gene3472	20	14	19
gene3473	15	20	15
gene3474	15	8	11
gene3475	21	11	14
gene3476	35	33	35
gene3477	22	11	14
gene3478	32	41	34
gene3479	15	21	27
gene3480	19	19	23
gene3481	19	28	23
gene3482	19	22	17
gene3483	16	20	18
gene3484	25	29	15
gene3485	18	15	16
gene3486	15	17	14
gene3487	12	13	19
gene3488	34	32	34
gene3489	14	15	18
gene3490	13	20	11
gene3491	24	28	26
gene3492	17	13	14
gene3493	21	18	22
gene3494	2	4	10
gene3495	19	8	10
gene3496	20	21	25
gene3497	17	22	14
gene3498	19	10	21
gene3499	31	27	25
gene3500	13	21	12
gene3501	17	19	18
gene3502	23	20	21
gene3503	20	19	22
gene3504	11	19	27
gene3505	8	8	6
gene3506	22	22	27
gene3507	13	16	34
gene3508	28	25	20
gene3509	14	18	16
gene3510	15	17	11
gene3511	9	18	12
gene3512	20	21	18
gene3513	18	25	19
gene3514	14	16	16
gene3515	19	15	23
gene3516	26	18	27
gene3517	33	35	28
gene3518	29	21	35
gene3519	23	12	19
gene3520	11	15	12
gene3521	16	15	21
gene3522	16	24	21
gene3523	30	15	16
gene3524	17	16	17
gene3525	21	22	21
gene3526	13	16	13
gene3527	6	3	7
gene3528	18	19	18
gene3529	12	12	11
gene3530	7	19	17
gene3531	33	21	22
gene3532	18	20	18
gene3533	27	30	24
gene3534	17	8	20
gene3535	15	18	14
gene3536	23	15	15
gene3537	10	14	16
gene3538	14	15	13
gene3539	12	18	18
gene3540	16	12	19
gene3541	36	20	19
gene3542	5	8	9
gene3543	10	8	7
gene3544	17	16	19
gene3545	24	24	27
gene3546	23	21	28
gene3547	28	30	23
gene3548	10	10	11
gene3549	26	28	19
gene3550	23	20	21
gene3551	32	29	28
gene3552	20	19	33
gene3553	12	11	18
gene3554	35	27	33
gene3555	28	32	32
gene3556	29	25	26
gene3557	34	20	28
gene3558	30	18	29
gene3559	15	4	12
gene3560	15	16	19
gene3561	32	39	40
gene3562	37	32	30
gene3563	26	16	18
gene3564	26	19	16
gene3565	10	23	21
gene3566	15	26	21
gene3567	22	19	17
gene3568	25	16	27
gene3569	13	15	13
gene3570	24	39	27
gene3571	19	11	8
gene3572	22	31	31
gene3573	7	9	6
gene3574	20	12	13
gene3575	22	20	16
gene3576	14	14	18
gene3577	20	20	14
gene3578	24	21	24
gene3579	14	19	30
gene3580	29	33	33
gene3581	19	9	12
gene3582	15	10	13
gene3583	18	11	7
gene3584	16	10	11
gene3585	10	16	13
gene3586	27	23	28
gene3587	22	19	25
gene3588	23	21	26
gene3589	18	17	19
gene3590	28	29	23
gene3591	26	24	13
gene3592	15	19	13
gene3593	21	21	19
gene3594	21	15	21
gene3595	16	22	20
gene3596	18	22	22
gene3597	28	21	21
gene3598	24	37	35
gene3599	33	35	23
gene3600	12	14	18
gene3601	21	15	14
gene3602	24	26	23
gene3603	15	16	7
gene3604	10	21	26
gene3605	14	12	12
gene3606	41	25	16
gene3607	21	22	27
gene3608	20	21	19
gene3609	4	9	20
gene3610	29	35	38
gene3611	18	16	26
gene3612	13	13	15
gene3613	28	10	19
gene3614	35	31	33
gene3615	22	6	12
gene3616	17	32	30
gene3617	21	31	16
gene3618	26	17	20
gene3619	22	19	21
gene3620	13	16	14
gene3621	25	23	28
gene3622	19	20	16
gene3623	16	24	32
gene3624	43	29	44
gene3625	17	23	29
gene3626	13	20	17
gene3627	26	11	27
gene3628	27	27	27
gene3629	17	17	28
gene3630	17	17	12
gene3631	21	30	32
gene3632	25	19	18
gene3633	20	31	28
gene3634	13	11	6
gene3635	32	18	35
gene3636	33	30	27
gene3637	14	20	20
gene3638	11	11	8
gene3639	20	16	15
gene3640	23	10	10
gene3641	18	24	21
gene3642	18	30	22
gene3643	25	21	24
gene3644	20	17	23
gene3645	26	18	20
gene3646	21	20	22
gene3647	17	10	20
gene3648	18	14	14
gene3649	31	23	29
gene3650	17	28	18
gene3651	25	18	16
gene3652	15	9	8
gene3653	22	20	13
gene3654	14	15	22
gene3655	30	31	21
gene3656	16	20	19
gene3657	20	27	17
gene3658	22	17	26
gene3659	29	29	26
gene3660	16	9	7
gene3661	20	16	16
gene3662	19	22	19
gene3663	18	18	16
gene3664	14	13	17
gene3665	14	22	20
gene3666	24	23	30
gene3667	28	16	26
gene3668	23	22	24
gene3669	29	16	29
gene3670	19	17	30
gene3671	20	17	17
gene3672	21	21	13
gene3673	22	20	22
gene3674	30	18	27
gene3675	6	8	7
gene3676	15	13	20
gene3677	19	20	17
gene3678	18	24	17
gene3679	18	23	24
gene3680	22	24	20
gene3681	21	24	24
gene3682	12	21	14
gene3683	24	24	15
gene3684	11	24	21
gene3685	22	15	19
gene3686	10	10	21
gene3687	19	25	10
gene3688	9	13	15
gene3689	25	22	25
gene3690	19	7	12
gene3691	17	21	28
gene3692	15	10	15
gene3693	28	32	30
gene3694	26	22	27
gene3695	15	11	16
gene3696	27	30	21
gene3697	32	36	25
gene3698	12	17	14
gene3699	34	30	31
gene3700	19	12	13
gene3701	33	23	22
gene3702	26	20	26
gene3703	27	25	28
gene3704	32	32	26
gene3705	18	16	17
gene3706	31	17	18
gene3707	17	12	13
gene3708	10	13	11
gene3709	31	42	34
gene3710	27	16	19
gene3711	23	17	20
gene3712	24	24	11
gene3713	24	29	31
gene3714	18	16	17
gene3715	15	13	11
gene3716	16	9	15
gene3717	48	37	28
gene3718	20	17	14
gene3719	17	12	17
gene3720	23	23	30
gene3721	20	29	28
gene3722	14	24	21
gene3723	15	14	23
gene3724	14	19	28
gene3725	21	30	19
gene3726	13	14	14
gene3727	23	17	21
gene3728	21	13	29
gene3729	46	39	38
gene3730	15	21	11
gene3731	24	28	34
gene3732	22	26	22
gene3733	11	26	18
gene3734	8	6	7
gene3735	19	20	16
gene3736	27	28	23
gene3737	17	17	13
gene3738	10	23	24
gene3739	22	13	23
gene3740	10	7	12
gene3741	30	35	27
gene3742	17	15	13
gene3743	26	20	30
gene3744	15	12	19
gene3745	17	10	11
gene3746	7	19	8
gene3747	14	9	12
gene3748	26	12	15
gene3749	23	26	43
gene3750	17	13	13
gene3751	21	26	26
gene3752	24	22	21
gene3753	26	18	21
gene3754	34	24	30
gene3755	10	20	18
gene3756	32	35	36
gene3757	8	17	16
gene3758	9	3	5
gene3759	23	21	26
gene3760	24	26	25
gene3761	37	35	33
gene3762	17	30	23
gene3763	37	26	23
gene3764	35	29	28
gene3765	22	26	22
gene3766	22	27	17
gene3767	15	18	16
gene3768	16	12	15
gene3769	8	4	9
gene3770	15	10	6
gene3771	22	18	22
gene3772	19	22	15
gene3773	17	18	14
gene3774	19	20	18
gene3775	24	23	23
gene3776	17	13	22
gene3777	35	36	46
gene3778	17	17	18
gene3779	31	37	26
gene3780	15	9	12
gene3781	15	24	19
gene3782	7	11	15
gene3783	12	9	18
gene3784	14	14	10
gene3785	33	30	31
gene3786	29	19	31
gene3787	14	7	11
gene3788	20	22	11
gene3789	31	25	18
gene3790	20	17	18
gene3791	30	34	30
gene3792	24	20	22
gene3793	12	12	15
gene3794	26	18	18
gene3795	27	20	28
gene3796	18	13	20
gene3797	17	24	27
gene3798	17	15	29
gene3799	22	21	26
gene3800	32	26	26
gene3801	23	10	17
gene3802	16	17	11
gene3803	19	17	19
gene3804	21	18	21
gene3805	19	31	31
gene3806	17	21	16
gene3807	15	13	9
gene3808	20	21	32
gene3809	15	22	21
gene3810	31	29	23
gene3811	24	22	19
gene3812	25	26	24
gene3813	16	18	13
gene3814	32	30	16
gene3815	15	6	7
gene3816	12	6	8
gene3817	23	13	17
gene3818	29	22	28
gene3819	12	21	15
gene3820	29	26	32
gene3821	27	20	12
gene3822	18	19	23
gene3823	14	21	20
gene3824	33	30	24
gene3825	24	27	26
gene3826	16	19	19
gene3827	13	17	15
gene3828	23	21	8
gene3829	16	24	17
gene3830	17	23	21
gene3831	12	24	20
gene3832	22	25	25
gene3833	15	21	15
gene3834	20	10	8
gene3835	33	34	25
gene3836	17	21	20
gene3837	23	42	33
gene3838	23	25	25
gene3839	13	17	14
gene3840	31	32	29
gene3841	40	36	32
gene3842	29	39	30
gene3843	37	44	32
gene3844	17	38	16
gene3845	22	12	18
gene3846	8	12	14
gene3847	32	32	19
gene3848	22	16	17
gene3849	16	20	17
gene3850	28	28	38
gene3851	15	25	21
gene3852	19	19	14
gene3853	9	5	12
gene3854	26	16	28
gene3855	14	21	17
gene3856	30	27	28
gene3857	12	8	16
gene3858	12	20	16
gene3859	19	21	23
gene3860	17	25	16
gene3861	12	15	13
gene3862	23	26	21
gene3863	24	30	15
gene3864	16	11	9
gene3865	25	17	20
gene3866	27	28	19
gene3867	14	9	24
gene3868	15	24	18
gene3869	22	23	10
gene3870	29	32	32
gene3871	14	18	21
gene3872	28	23	35
gene3873	23	23	20
gene3874	18	22	24
gene3875	11	15	19
gene3876	19	20	26
gene3877	21	17	15
gene3878	24	17	27
gene3879	15	21	21
gene3880	25	14	21
gene3881	15	7	4
gene3882	29	20	26
gene3883	25	23	25
gene3884	19	33	22
gene3885	29	26	23
gene3886	25	15	26
gene3887	24	21	34
gene3888	21	13	24
gene3889	25	21	25
gene3890	5	4	3
gene3891	16	24	13
gene3892	17	18	17
gene3893	23	28	31
gene3894	12	17	12
gene3895	26	29	37
gene3896	25	27	22
gene3897	9	9	9
gene3898	18	30	19
gene3899	15	17	21
gene3900	23	23	20
gene3901	12	21	12
gene3902	15	21	9
