	replicates1	replicates2	replicates3
gene2632	24	21	14
gene2633	12	22	12
gene2634	12	22	30
gene2635	26	30	37
gene2636	31	30	30
gene2637	46	41	39
gene2638	15	25	23
gene2639	30	25	22
gene2640	12	17	16
gene2641	8	4	3
gene2642	15	18	14
gene2643	16	12	13
gene2644	32	24	32
gene2645	21	29	23
gene2646	13	19	18
gene2647	25	22	25
gene2648	19	19	25
gene2649	33	27	25
gene2650	18	20	26
gene2651	28	39	25
gene2652	2	9	6
gene2653	36	38	43
gene2654	18	9	15
gene2655	23	30	21
gene2656	13	20	18
gene2657	15	22	19
gene2658	9	17	14
gene2659	20	16	26
gene2660	19	22	20
gene2661	28	31	22
gene2662	16	19	20
gene2663	14	14	10
gene2664	23	27	23
gene2665	7	11	10
gene2666	34	18	32
gene2667	25	31	20
gene2668	15	10	10
gene2669	16	30	27
gene2670	25	18	23
gene2671	25	25	26
gene2672	29	23	23
gene2673	23	21	21
gene2674	22	31	25
gene2675	18	19	12
gene2676	8	10	15
gene2677	20	10	18
gene2678	19	14	22
gene2679	21	23	29
gene2680	22	12	15
gene2681	17	15	17
gene2682	20	24	20
gene2683	24	24	18
gene2684	20	12	6
gene2685	24	22	21
gene2686	30	31	21
gene2687	17	22	16
gene2688	11	11	17
gene2689	15	20	21
gene2690	22	32	16
gene2691	14	29	16
gene2692	16	19	19
gene2693	18	19	21
gene2694	30	34	26
gene2695	36	18	34
gene2696	21	32	24
gene2697	26	31	22
gene2698	21	24	23
gene2699	16	24	23
gene2700	20	11	33
gene2701	37	28	17
gene2702	12	17	21
gene2703	10	10	8
gene2704	9	15	15
gene2705	13	9	18
gene2706	4	8	8
gene2707	13	19	15
gene2708	30	30	24
gene2709	22	27	16
gene2710	37	21	26
gene2711	26	21	15
gene2712	22	24	27
gene2713	10	9	12
gene2714	7	14	7
gene2715	30	28	20
gene2716	14	11	6
gene2717	22	24	22
gene2718	16	24	23
gene2719	33	27	33
gene2720	15	16	12
gene2721	22	16	21
gene2722	18	16	27
gene2723	11	10	9
gene2724	26	24	31
gene2725	14	15	12
gene2726	33	27	30
gene2727	20	18	19
gene2728	14	16	9
gene2729	17	18	20
gene2730	27	30	32
gene2731	3	11	7
gene2732	7	12	8
gene2733	20	28	25
gene2734	19	16	18
gene2735	26	16	20
gene2736	26	29	34
gene2737	17	16	19
gene2738	23	20	25
gene2739	9	16	7
gene2740	19	17	18
gene2741	18	24	19
gene2742	19	10	21
gene2743	19	15	16
gene2744	35	28	30
gene2745	13	18	10
gene2746	23	28	9
gene2747	24	22	25
gene2748	16	20	20
gene2749	22	27	32
gene2750	8	17	10
gene2751	17	26	21
gene2752	27	30	32
gene2753	22	21	21
gene2754	17	18	14
gene2755	23	23	12
gene2756	16	15	13
gene2757	35	40	35
gene2758	15	14	14
gene2759	11	16	23
gene2760	32	25	31
gene2761	14	26	21
gene2762	18	17	20
gene2763	25	34	31
gene2764	17	19	17
gene2765	17	18	15
gene2766	17	18	22
gene2767	18	25	21
gene2768	33	26	32
gene2769	18	26	23
gene2770	10	7	14
gene2771	19	15	17
gene2772	25	23	23
gene2773	12	10	17
gene2774	19	23	29
gene2775	18	24	23
gene2776	21	19	19
gene2777	19	15	17
gene2778	14	14	16
gene2779	9	11	11
gene2780	30	30	28
gene2781	17	20	22
gene2782	14	10	10
gene2783	11	13	13
gene2784	12	13	14
gene2785	10	13	10
gene2786	23	17	27
gene2787	17	21	22
gene2788	17	13	14
gene2789	12	18	23
gene2790	21	16	19
gene2791	23	21	27
gene2792	21	20	37
gene2793	17	27	16
gene2794	22	25	31
gene2795	21	17	23
gene2796	22	12	16
gene2797	8	8	20
gene2798	37	36	31
gene2799	22	23	17
gene2800	23	20	24
gene2801	8	9	9
gene2802	12	17	21
gene2803	16	18	28
gene2804	9	22	19
gene2805	22	19	19
gene2806	25	18	23
gene2807	15	17	13
gene2808	8	14	11
gene2809	17	16	18
gene2810	19	29	26
gene2811	17	9	17
gene2812	24	23	12
gene2813	25	32	29
gene2814	15	23	23
gene2815	15	23	20
gene2816	32	38	25
gene2817	24	25	39
gene2818	14	11	15
gene2819	23	20	31
gene2820	31	22	20
gene2821	15	29	30
gene2822	16	18	14
gene2823	27	16	29
gene2824	8	11	14
gene2825	17	15	16
gene2826	24	29	23
gene2827	19	19	14
gene2828	24	39	34
gene2829	21	17	20
gene2830	18	23	23
gene2831	15	15	12
gene2832	25	28	26
gene2833	23	34	31
gene2834	23	38	27
gene2835	22	18	30
gene2836	20	17	22
gene2837	20	17	20
gene2838	21	16	24
gene2839	32	27	41
gene2840	16	18	6
gene2841	21	20	22
gene2842	7	11	15
gene2843	27	13	26
gene2844	31	14	24
gene2845	26	21	21
gene2846	18	27	22
gene2847	19	18	18
gene2848	14	17	19
gene2849	29	13	21
gene2850	23	13	22
gene2851	21	20	15
gene2852	17	22	18
gene2853	15	11	11
gene2854	26	21	38
gene2855	11	17	8
gene2856	9	14	13
gene2857	19	22	24
gene2858	19	18	18
gene2859	18	8	20
gene2860	24	37	27
gene2861	18	9	26
gene2862	22	38	23
gene2863	8	10	9
gene2864	20	14	17
gene2865	14	15	15
gene2866	35	28	35
gene2867	26	22	23
gene2868	38	41	25
gene2869	11	18	17
gene2870	22	11	19
gene2871	18	16	26
gene2872	16	15	16
gene2873	18	16	15
gene2874	25	21	15
gene2875	18	9	12
gene2876	16	19	24
gene2877	19	17	28
gene2878	3	8	5
gene2879	21	10	15
gene2880	12	7	10
gene2881	16	12	12
gene2882	30	20	28
gene2883	17	10	17
gene2884	33	32	30
gene2885	22	16	26
gene2886	9	19	15
gene2887	8	9	19
gene2888	25	18	20
gene2889	22	23	17
gene2890	20	19	27
gene2891	25	28	29
gene2892	17	23	13
gene2893	23	26	28
gene2894	18	26	25
gene2895	22	16	12
gene2896	14	21	25
gene2897	18	13	20
gene2898	33	32	35
gene2899	10	19	24
gene2900	20	15	20
gene2901	29	32	36
gene2902	20	14	18
gene2903	14	15	12
gene2904	10	9	10
gene2905	25	17	12
gene2906	21	15	23
gene2907	18	17	17
gene2908	13	32	11
gene2909	8	19	20
gene2910	21	24	31
gene2911	23	26	29
gene2912	24	22	27
gene2913	27	22	17
gene2914	5	5	4
gene2915	32	22	22
gene2916	10	18	11
gene2917	28	24	17
gene2918	33	37	29
gene2919	18	16	19
gene2920	10	12	11
gene2921	8	12	10
gene2922	14	16	22
gene2923	8	10	10
gene2924	14	15	13
gene2925	13	11	11
gene2926	18	14	14
gene2927	31	12	30
gene2928	20	23	22
gene2929	22	15	21
gene2930	20	27	23
gene2931	11	19	14
gene2932	29	24	30
gene2933	21	12	19
gene2934	12	23	22
gene2935	20	12	13
gene2936	20	20	20
gene2937	25	24	26
gene2938	20	12	24
gene2939	15	28	19
gene2940	11	9	11
gene2941	26	23	29
gene2942	19	14	15
gene2943	16	18	19
gene2944	27	18	21
gene2945	24	33	26
gene2946	25	36	28
gene2947	18	18	20
gene2948	26	28	22
gene2949	21	29	27
gene2950	23	28	24
gene2951	17	32	23
gene2952	15	16	15
gene2953	20	26	16
gene2954	11	18	19
gene2955	19	26	26
gene2956	18	16	21
gene2957	28	25	29
gene2958	12	12	18
gene2959	17	9	6
gene2960	15	26	16
gene2961	33	23	33
gene2962	20	15	15
gene2963	28	24	26
gene2964	33	38	32
gene2965	36	24	19
gene2966	22	16	29
gene2967	33	31	34
gene2968	21	26	18
gene2969	18	18	16
gene2970	16	16	15
gene2971	20	12	21
gene2972	21	20	22
gene2973	14	23	18
gene2974	19	35	30
gene2975	20	33	20
gene2976	34	29	27
gene2977	18	18	25
gene2978	15	15	7
gene2979	8	13	17
gene2980	15	21	22
gene2981	19	25	23
gene2982	16	23	19
gene2983	5	16	13
gene2984	24	20	24
gene2985	12	19	22
gene2986	24	18	17
gene2987	12	17	17
gene2988	11	29	25
gene2989	19	30	19
gene2990	17	15	13
gene2991	7	8	19
gene2992	21	15	10
gene2993	13	17	12
gene2994	33	30	26
gene2995	28	21	28
gene2996	18	7	13
gene2997	28	22	25
gene2998	22	32	24
gene2999	33	38	45
gene3000	24	16	13
gene3001	16	18	18
gene3002	18	8	14
gene3003	22	19	18
gene3004	18	18	19
gene3005	12	6	15
gene3006	20	18	23
gene3007	16	18	23
gene3008	23	23	27
gene3009	28	26	26
gene3010	22	24	21
gene3011	17	13	18
gene3012	30	20	21
gene3013	11	12	11
gene3014	9	9	3
gene3015	13	11	20
gene3016	29	20	20
gene3017	16	21	17
gene3018	20	26	35
gene3019	22	20	18
gene3020	21	17	21
gene3021	14	9	14
gene3022	22	19	20
gene3023	18	21	18
gene3024	10	7	17
gene3025	16	20	13
gene3026	12	17	15
gene3027	23	23	35
gene3028	19	19	17
gene3029	34	38	45
gene3030	30	29	28
gene3031	37	44	55
gene3032	13	22	10
gene3033	24	20	23
gene3034	17	13	15
gene3035	36	24	27
gene3036	27	16	17
gene3037	25	24	25
gene3038	16	11	10
gene3039	32	27	39
gene3040	13	11	19
gene3041	16	24	23
gene3042	5	9	5
gene3043	16	21	18
gene3044	20	30	26
gene3045	25	28	39
gene3046	12	19	12
gene3047	17	15	18
gene3048	15	15	10
gene3049	16	21	28
gene3050	30	33	29
gene3051	9	16	10
gene3052	20	6	5
gene3053	10	9	19
gene3054	18	9	15
gene3055	23	17	16
gene3056	31	30	24
gene3057	20	23	23
gene3058	29	37	29
gene3059	27	44	46
gene3060	8	11	10
gene3061	14	13	14
gene3062	14	20	19
gene3063	17	17	11
gene3064	18	16	21
gene3065	26	28	28
gene3066	37	34	31
gene3067	29	29	30
gene3068	18	17	9
gene3069	21	17	13
gene3070	7	12	9
gene3071	21	20	9
gene3072	25	40	36
gene3073	20	28	18
gene3074	40	22	23
gene3075	21	14	23
gene3076	15	24	20
gene3077	19	24	17
gene3078	20	19	27
gene3079	20	23	28
gene3080	15	18	17
gene3081	22	14	18
gene3082	14	12	14
gene3083	21	17	24
gene3084	15	16	15
gene3085	37	35	29
gene3086	17	19	16
gene3087	11	16	16
gene3088	11	18	20
gene3089	35	26	23
gene3090	23	19	16
gene3091	19	21	25
gene3092	16	18	19
gene3093	30	29	24
gene3094	17	16	12
gene3095	23	8	24
gene3096	12	11	12
gene3097	19	19	17
gene3098	20	25	27
gene3099	38	23	30
gene3100	43	29	40
gene3101	24	14	24
gene3102	24	27	18
gene3103	19	11	16
gene3104	11	13	19
gene3105	18	33	25
gene3106	20	26	23
gene3107	28	22	16
gene3108	11	17	10
gene3109	34	41	29
gene3110	18	29	19
gene3111	9	22	22
gene3112	20	21	27
gene3113	9	19	23
gene3114	16	17	21
gene3115	20	28	26
gene3116	21	19	22
gene3117	43	34	50
gene3118	19	20	19
gene3119	12	14	21
gene3120	14	14	13
gene3121	23	22	21
gene3122	21	33	33
gene3123	14	21	25
gene3124	8	12	15
gene3125	9	16	14
gene3126	22	20	23
gene3127	29	26	24
gene3128	17	17	26
gene3129	20	21	24
gene3130	13	15	11
gene3131	13	16	14
gene3132	25	23	22
gene3133	27	13	20
gene3134	24	27	18
gene3135	13	8	8
gene3136	14	19	14
gene3137	26	24	17
gene3138	16	21	20
gene3139	22	17	30
gene3140	15	15	12
gene3141	17	18	18
gene3142	29	26	23
gene3143	44	45	53
gene3144	31	15	19
gene3145	7	6	9
gene3146	9	11	11
gene3147	22	18	20
gene3148	29	30	24
gene3149	25	22	22
gene3150	37	28	40
gene3151	15	21	13
gene3152	15	12	18
gene3153	22	26	25
gene3154	20	14	14
gene3155	4	11	15
gene3156	17	28	7
gene3157	9	19	14
gene3158	37	33	42
gene3159	8	14	6
gene3160	16	21	12
gene3161	19	28	25
gene3162	11	20	20
gene3163	19	19	10
gene3164	15	28	30
gene3165	19	24	16
gene3166	16	15	17
gene3167	18	9	23
gene3168	28	37	37
gene3169	23	16	18
gene3170	28	14	35
gene3171	24	25	19
gene3172	21	17	23
gene3173	12	12	16
gene3174	26	18	15
gene3175	12	10	14
gene3176	19	15	12
gene3177	12	17	18
gene3178	21	22	26
gene3179	22	23	14
gene3180	11	12	11
gene3181	29	23	32
gene3182	27	29	17
gene3183	21	20	17
gene3184	20	21	17
gene3185	13	13	7
gene3186	20	17	12
gene3187	20	15	15
gene3188	29	16	25
gene3189	11	23	15
gene3190	6	4	13
gene3191	12	20	18
gene3192	17	25	23
gene3193	22	23	20
gene3194	26	19	19
gene3195	33	22	21
gene3196	12	22	18
gene3197	22	30	34
gene3198	26	13	26
gene3199	5	11	14
gene3200	18	12	15
gene3201	24	18	17
gene3202	10	21	21
gene3203	8	8	13
gene3204	15	18	21
gene3205	20	21	22
gene3206	10	8	7
gene3207	9	11	10
gene3208	10	14	5
gene3209	5	4	6
gene3210	16	11	5
gene3211	17	16	14
gene3212	10	17	22
gene3213	21	29	24
gene3214	18	16	13
gene3215	15	20	13
gene3216	12	19	24
gene3217	20	35	13
gene3218	12	18	17
gene3219	21	23	11
gene3220	23	20	25
gene3221	30	34	25
gene3222	23	14	17
gene3223	20	12	7
gene3224	17	20	19
gene3225	26	26	23
gene3226	13	12	19
gene3227	26	32	25
gene3228	16	24	27
gene3229	15	27	23
gene3230	16	26	21
gene3231	31	21	16
gene3232	17	23	22
gene3233	17	13	20
gene3234	17	21	25
gene3235	11	18	16
gene3236	8	11	11
gene3237	11	16	12
gene3238	31	25	28
gene3239	12	12	12
gene3240	23	31	22
gene3241	14	17	10
gene3242	10	16	10
gene3243	19	7	11
gene3244	22	27	18
gene3245	18	14	15
gene3246	4	5	3
gene3247	9	12	14
gene3248	11	22	24
gene3249	14	11	17
gene3250	22	17	23
gene3251	18	12	20
gene3252	20	13	9
gene3253	11	17	15
gene3254	24	27	26
gene3255	9	16	16
gene3256	17	13	13
gene3257	20	18	20
gene3258	17	16	15
gene3259	19	21	23
gene3260	44	35	28
gene3261	21	13	21
gene3262	27	21	28
gene3263	19	40	22
gene3264	2	8	5
gene3265	20	11	23
gene3266	25	31	15
gene3267	19	19	22
gene3268	9	21	21
gene3269	28	20	16
gene3270	30	22	27
gene3271	11	15	15
gene3272	22	16	10
gene3273	21	25	17
gene3274	32	55	43
gene3275	27	30	30
gene3276	7	8	15
gene3277	10	17	17
gene3278	37	29	26
gene3279	9	7	22
gene3280	22	18	19
gene3281	9	10	15
gene3282	12	17	21
gene3283	20	15	16
gene3284	19	24	13
gene3285	35	21	27
gene3286	25	30	22
gene3287	35	25	39
gene3288	12	16	11
gene3289	15	11	9
gene3290	38	27	36
gene3291	25	19	15
gene3292	31	24	24
gene3293	38	32	46
gene3294	30	31	25
gene3295	9	7	10
gene3296	11	8	8
gene3297	27	27	32
gene3298	21	18	17
gene3299	26	29	34
gene3300	23	22	22
gene3301	14	13	13
gene3302	15	19	11
gene3303	33	24	30
gene3304	18	14	21
gene3305	25	25	34
gene3306	30	41	27
gene3307	15	28	26
gene3308	8	8	7
gene3309	14	13	15
gene3310	18	29	29
gene3311	25	23	24
gene3312	19	25	27
gene3313	13	35	29
gene3314	15	17	19
gene3315	14	10	17
gene3316	12	6	12
gene3317	15	16	12
gene3318	22	20	21
gene3319	19	17	21
gene3320	25	21	14
gene3321	27	22	30
gene3322	14	10	10
gene3323	33	27	25
gene3324	22	25	24
gene3325	3	7	5
gene3326	20	18	25
gene3327	16	14	8
gene3328	13	20	14
gene3329	37	42	27
gene3330	39	33	26
gene3331	21	22	23
gene3332	9	9	5
gene3333	8	26	20
gene3334	15	19	19
gene3335	15	11	10
gene3336	38	20	22
gene3337	24	16	15
gene3338	14	11	17
gene3339	14	9	15
gene3340	21	25	21
gene3341	6	7	8
gene3342	10	9	9
gene3343	31	25	18
gene3344	14	13	10
gene3345	25	23	18
gene3346	31	24	9
gene3347	28	27	21
gene3348	26	23	26
gene3349	14	18	14
gene3350	15	23	12
gene3351	3	3	2
gene3352	30	31	23
gene3353	18	31	25
gene3354	19	24	14
gene3355	22	21	26
gene3356	28	28	24
gene3357	26	27	30
gene3358	27	34	30
gene3359	23	16	9
gene3360	37	23	27
gene3361	12	14	8
gene3362	10	13	16
gene3363	18	24	25
gene3364	10	12	15
gene3365	15	24	12
gene3366	15	18	19
gene3367	8	7	10
gene3368	21	10	12
gene3369	11	13	14
gene3370	10	16	10
gene3371	21	15	26
gene3372	34	26	23
gene3373	14	16	17
gene3374	5	8	6
gene3375	13	17	17
gene3376	26	21	15
gene3377	27	21	24
gene3378	11	14	9
gene3379	29	22	22
gene3380	19	18	18
gene3381	19	19	27
gene3382	19	10	13
gene3383	14	5	8
gene3384	21	29	26
gene3385	13	14	24
gene3386	26	22	29
gene3387	24	25	26
gene3388	22	18	17
gene3389	21	21	18
gene3390	18	13	13
gene3391	20	17	20
gene3392	15	11	12
gene3393	17	11	17
gene3394	17	18	23
gene3395	22	26	16
gene3396	25	15	19
gene3397	19	16	17
gene3398	32	24	28
gene3399	12	10	9
gene3400	8	8	16
gene3401	29	17	22
gene3402	16	16	20
gene3403	12	7	9
gene3404	17	23	19
gene3405	11	14	19
gene3406	28	26	27
gene3407	4	8	9
gene3408	13	25	15
gene3409	13	9	11
gene3410	28	26	30
gene3411	17	16	21
gene3412	25	26	25
gene3413	11	13	23
gene3414	22	22	21
gene3415	18	28	24
gene3416	14	16	20
gene3417	26	31	28
gene3418	31	32	22
gene3419	13	14	19
gene3420	11	26	18
gene3421	46	33	24
gene3422	8	6	7
gene3423	27	29	27
gene3424	20	22	22
gene3425	9	18	19
gene3426	26	34	25
gene3427	19	23	11
gene3428	26	17	15
gene3429	8	10	10
gene3430	15	18	20
gene3431	16	24	30
gene3432	29	38	28
gene3433	23	21	23
gene3434	27	17	27
gene3435	22	13	11
gene3436	16	16	7
gene3437	26	20	30
gene3438	35	35	30
gene3439	20	26	29
gene3440	12	14	19
gene3441	23	14	20
gene3442	9	11	16
gene3443	32	39	33
gene3444	23	23	17
gene3445	23	18	21
gene3446	16	20	33
gene3447	21	26	18
gene3448	17	21	18
gene3449	30	27	34
gene3450	23	32	25
gene3451	19	10	16
gene3452	18	25	14
gene3453	17	22	20
gene3454	12	18	19
gene3455	17	23	16
gene3456	39	53	37
gene3457	10	6	11
gene3458	11	16	17
gene3459	15	18	14
gene3460	6	11	7
gene3461	6	14	11
gene3462	12	19	21
gene3463	27	24	32
gene3464	28	18	10
gene3465	16	14	12
gene3466	13	13	13
gene3467	18	25	26
gene3468	16	14	13
gene3469	28	19	17
gene3470	21	23	16
gene3471	28	14	32
gene3472	28	20	11
gene3473	19	20	24
gene3474	8	11	8
gene3475	17	10	12
gene3476	32	28	30
gene3477	12	18	24
gene3478	25	32	44
gene3479	18	17	17
gene3480	18	21	17
gene3481	29	22	17
gene3482	21	20	15
gene3483	14	16	26
gene3484	26	29	30
gene3485	16	19	9
gene3486	12	11	11
gene3487	11	18	18
gene3488	34	32	34
gene3489	22	18	17
gene3490	12	20	10
gene3491	33	25	28
gene3492	13	15	19
gene3493	23	14	14
gene3494	8	6	8
gene3495	13	10	8
gene3496	28	22	11
gene3497	23	18	23
gene3498	6	15	20
gene3499	31	31	20
gene3500	14	9	11
gene3501	21	13	22
gene3502	15	23	37
gene3503	23	26	20
gene3504	12	19	23
gene3505	8	6	9
gene3506	37	31	32
gene3507	28	23	14
gene3508	22	17	26
gene3509	18	23	20
gene3510	13	12	17
gene3511	13	12	17
gene3512	21	18	14
gene3513	25	30	15
gene3514	11	18	11
gene3515	17	21	15
gene3516	34	18	26
gene3517	28	25	24
gene3518	36	23	28
gene3519	27	25	23
gene3520	8	23	10
gene3521	13	21	18
gene3522	22	22	26
gene3523	18	22	27
gene3524	21	29	19
gene3525	19	26	30
gene3526	19	20	15
gene3527	6	6	6
gene3528	13	17	16
gene3529	13	9	14
gene3530	12	11	17
gene3531	18	19	14
gene3532	17	16	21
gene3533	23	30	23
gene3534	7	10	8
gene3535	12	15	18
gene3536	20	19	21
gene3537	15	11	12
gene3538	12	7	18
gene3539	17	15	18
gene3540	18	10	18
gene3541	25	25	28
gene3542	4	11	9
gene3543	8	7	3
gene3544	23	14	22
gene3545	28	28	27
gene3546	31	31	22
gene3547	27	19	26
gene3548	7	8	14
gene3549	28	27	21
gene3550	23	30	18
gene3551	21	28	23
gene3552	28	33	39
gene3553	12	11	15
gene3554	30	29	28
gene3555	31	32	27
gene3556	31	25	33
gene3557	28	21	20
gene3558	26	19	20
gene3559	19	19	14
gene3560	20	27	15
gene3561	26	33	31
gene3562	44	35	36
gene3563	16	16	22
gene3564	21	27	19
gene3565	21	14	21
gene3566	30	24	28
gene3567	17	19	16
gene3568	18	25	16
gene3569	18	17	20
gene3570	30	24	21
gene3571	13	11	8
gene3572	20	20	28
gene3573	7	7	7
gene3574	23	19	17
gene3575	22	19	20
gene3576	19	14	18
gene3577	18	16	15
gene3578	33	36	31
gene3579	29	27	26
gene3580	25	35	32
gene3581	21	14	13
gene3582	25	10	20
gene3583	12	8	13
gene3584	11	9	19
gene3585	19	14	14
gene3586	21	27	26
gene3587	22	17	21
gene3588	20	31	13
gene3589	13	15	26
gene3590	38	30	36
gene3591	15	10	14
gene3592	16	17	15
gene3593	24	17	10
gene3594	12	14	19
gene3595	30	23	18
gene3596	25	16	20
gene3597	22	25	20
gene3598	27	31	29
gene3599	30	24	29
gene3600	11	13	18
gene3601	23	27	16
gene3602	21	23	22
gene3603	9	10	14
gene3604	21	18	30
gene3605	13	7	14
gene3606	22	29	16
gene3607	19	28	24
gene3608	17	13	24
gene3609	15	10	13
gene3610	35	25	33
gene3611	17	21	15
gene3612	10	15	17
gene3613	22	20	19
gene3614	29	36	25
gene3615	16	8	13
gene3616	28	28	23
gene3617	23	29	20
gene3618	26	20	20
gene3619	27	23	13
gene3620	16	18	16
gene3621	16	22	19
gene3622	24	28	15
gene3623	21	25	18
gene3624	34	35	52
gene3625	21	26	24
gene3626	16	13	15
gene3627	17	18	14
gene3628	26	28	23
gene3629	21	25	26
gene3630	30	23	17
gene3631	23	32	36
gene3632	24	18	18
gene3633	30	23	36
gene3634	12	7	9
gene3635	32	30	28
gene3636	29	31	33
gene3637	18	11	20
gene3638	14	5	9
gene3639	12	22	21
gene3640	16	19	18
gene3641	18	16	16
gene3642	22	16	28
gene3643	19	19	8
gene3644	20	13	17
gene3645	23	31	20
gene3646	29	21	20
gene3647	11	23	13
gene3648	15	17	26
gene3649	29	22	38
gene3650	18	23	24
gene3651	24	15	19
gene3652	13	8	10
gene3653	23	15	22
gene3654	18	15	17
gene3655	23	16	21
gene3656	20	22	16
gene3657	20	25	16
gene3658	24	27	17
gene3659	24	30	34
gene3660	14	18	11
gene3661	25	14	18
gene3662	17	22	22
gene3663	21	18	14
gene3664	18	14	15
gene3665	23	13	25
gene3666	26	24	27
gene3667	24	32	23
gene3668	21	23	22
gene3669	26	22	33
gene3670	21	20	26
gene3671	12	11	16
gene3672	28	15	25
gene3673	15	26	13
gene3674	22	25	24
gene3675	8	7	7
gene3676	11	13	10
gene3677	13	20	20
gene3678	17	21	21
gene3679	19	18	12
gene3680	17	10	14
gene3681	18	22	24
gene3682	13	9	15
gene3683	23	27	25
gene3684	26	24	17
gene3685	13	16	13
gene3686	13	15	12
gene3687	19	19	16
gene3688	11	11	10
gene3689	17	28	17
gene3690	15	18	14
gene3691	31	24	22
gene3692	14	12	16
gene3693	27	27	32
gene3694	30	30	34
gene3695	14	14	14
gene3696	28	26	24
gene3697	31	33	30
gene3698	14	20	25
gene3699	21	31	40
gene3700	20	13	10
gene3701	18	20	12
gene3702	24	24	26
gene3703	28	25	28
gene3704	24	23	24
gene3705	22	16	19
gene3706	21	15	22
gene3707	10	10	18
gene3708	5	15	14
gene3709	29	31	26
gene3710	22	20	13
gene3711	24	27	18
gene3712	13	13	12
gene3713	16	19	25
gene3714	23	15	14
gene3715	10	15	11
gene3716	12	8	13
gene3717	39	42	34
gene3718	20	17	14
gene3719	16	16	17
gene3720	30	29	34
gene3721	21	41	18
gene3722	15	22	11
gene3723	23	18	20
gene3724	24	16	14
gene3725	14	24	18
gene3726	9	11	12
gene3727	22	15	20
gene3728	25	18	19
gene3729	37	36	31
gene3730	18	15	21
gene3731	30	23	26
gene3732	11	23	16
gene3733	15	17	23
gene3734	5	3	2
gene3735	30	16	22
gene3736	30	25	19
gene3737	18	21	17
gene3738	23	22	10
gene3739	17	22	18
gene3740	3	7	14
gene3741	32	35	26
gene3742	10	15	19
gene3743	26	29	27
gene3744	13	13	11
gene3745	16	12	10
gene3746	10	18	15
gene3747	13	9	13
gene3748	24	25	20
gene3749	32	31	27
gene3750	17	12	13
gene3751	16	13	20
gene3752	20	25	16
gene3753	26	29	25
gene3754	25	23	31
gene3755	13	13	19
gene3756	41	27	27
gene3757	14	17	11
gene3758	9	8	3
gene3759	29	28	20
gene3760	25	26	28
gene3761	36	28	24
gene3762	20	30	13
gene3763	25	27	33
gene3764	28	24	26
gene3765	23	16	18
gene3766	16	24	17
gene3767	21	22	19
gene3768	11	10	13
gene3769	2	7	9
gene3770	9	10	15
gene3771	20	17	19
gene3772	22	18	18
gene3773	20	16	14
gene3774	11	16	18
gene3775	23	29	14
gene3776	26	20	18
gene3777	41	41	32
gene3778	14	19	10
gene3779	43	41	26
gene3780	16	21	17
gene3781	23	14	14
gene3782	19	16	23
gene3783	15	13	11
gene3784	13	15	16
gene3785	30	19	28
gene3786	31	20	33
gene3787	18	13	11
gene3788	20	21	17
gene3789	32	25	31
gene3790	21	15	18
gene3791	34	25	27
gene3792	22	27	20
gene3793	14	14	9
gene3794	20	23	11
gene3795	25	18	37
gene3796	13	18	23
gene3797	18	21	21
gene3798	25	16	22
gene3799	23	12	9
gene3800	17	28	28
gene3801	11	19	8
gene3802	17	10	9
gene3803	14	15	12
gene3804	21	27	19
gene3805	17	29	24
gene3806	22	21	22
gene3807	8	15	10
gene3808	22	22	26
gene3809	15	26	21
gene3810	33	22	18
gene3811	32	24	24
gene3812	27	24	21
gene3813	16	21	16
gene3814	18	14	17
gene3815	15	12	11
gene3816	8	21	11
gene3817	13	11	11
gene3818	45	32	23
gene3819	12	6	11
gene3820	23	28	24
gene3821	29	27	20
gene3822	25	26	18
gene3823	18	23	30
gene3824	29	19	24
gene3825	23	29	21
gene3826	16	15	15
gene3827	18	19	15
gene3828	17	13	17
gene3829	19	20	15
gene3830	30	22	24
gene3831	22	16	9
gene3832	28	32	22
gene3833	15	29	21
gene3834	19	9	15
gene3835	20	26	20
gene3836	17	13	24
gene3837	32	22	21
gene3838	18	24	20
gene3839	11	19	17
gene3840	26	28	19
gene3841	34	39	33
gene3842	32	28	23
gene3843	35	38	30
gene3844	17	24	20
gene3845	25	18	26
gene3846	10	16	16
gene3847	11	32	17
gene3848	13	20	22
gene3849	22	21	21
gene3850	33	35	33
gene3851	17	21	20
gene3852	19	20	10
gene3853	11	11	17
gene3854	27	25	26
gene3855	16	28	13
gene3856	26	27	32
gene3857	9	8	17
gene3858	13	8	16
gene3859	24	28	16
gene3860	18	27	20
gene3861	11	13	9
gene3862	26	19	24
gene3863	21	22	25
gene3864	9	12	12
gene3865	20	9	21
gene3866	16	22	29
gene3867	18	14	16
gene3868	31	22	20
gene3869	29	28	18
gene3870	32	32	39
gene3871	30	26	24
gene3872	23	18	25
gene3873	30	20	16
gene3874	21	20	13
gene3875	12	9	17
gene3876	15	13	17
gene3877	24	26	23
gene3878	18	24	24
gene3879	18	16	19
gene3880	19	23	24
gene3881	4	5	7
gene3882	24	21	12
gene3883	21	24	26
gene3884	30	31	22
gene3885	25	25	20
gene3886	30	27	25
gene3887	27	25	35
gene3888	22	18	21
gene3889	20	21	11
gene3890	6	5	6
gene3891	18	12	19
gene3892	11	13	22
gene3893	30	11	26
gene3894	17	12	6
gene3895	33	26	28
gene3896	18	31	27
gene3897	8	13	16
gene3898	20	18	13
gene3899	23	18	15
gene3900	16	21	19
gene3901	18	19	17
gene3902	8	8	8
